cardId,exampleId,wordsBefore,wordsAfter,beforeHash,afterHash,rationale,reviewType,independentReview,liveTested
D81,D81-single-a,31,36,4377df07da860b102ba2481572c7f2ffd66d8e79e06026bee74ff444fea985f3,0647a2b1ae01f774449ead7ed5289b641cb06163c4fb01e33e3c79d58906c20e,A asks for explicit acknowledgment before an object or history is dismissed as incidental.,internal-editorial-rewrite,False,False
D81,D81-single-b,35,36,64e8c405e959480d03b1e7288aa608f1c1005be4c772994af93a681ae6d4f329,5692c65f19538ca8bf08f681729f03ab30d84b352142c414d59dbe395ecf87a6,A asks for explicit acknowledgment before an object or history is dismissed as incidental.,internal-editorial-rewrite,False,False
D82,D82-single-a,32,34,9a0fc36165795439f9445d510c04e14b364d5af5e031a49526dbc1bbd6b6093a,42dc4b76a93de2bf29a37f86a6a8b09fae047ec9a2e43f9d93b5209c730ba3d8,A asks B to choose the relationship over a genuinely competing claim rather than merely find convenient time.,internal-editorial-rewrite,False,False
D82,D82-single-b,30,34,8a8a4229f3dadf2ed85878fe77a0ee7ec391e54d52f97c96d396667f81441598,007465bc301196f80451ed47ce387b7e1137c7366cf2591242213053c7f56abe,A asks B to choose the relationship over a genuinely competing claim rather than merely find convenient time.,internal-editorial-rewrite,False,False
D83,D83-single-a,34,31,0a3e3b710df4e3d301948c6f0b18ff4d11bb9fbbefa9fd50588e6c144e159ec3,f3c1705f1867cdb87811b04353fdd145785b8165845568e80bc77bf1672c05c5,"A quietly tests remembered preferences or history, then makes the missed detail emotionally significant.",internal-editorial-rewrite,False,False
D83,D83-single-b,32,34,74dd1d2f64ca95b7b1bcdb9cb7d5eed0a5c170b260163cb932b2447d545f33db,5c0875e1c45e19072f68eb61fbaa45057848e804c54e58f81bc529214d40c05c,"A quietly tests remembered preferences or history, then makes the missed detail emotionally significant.",internal-editorial-rewrite,False,False
D84,D84-single-a,37,45,785477d68b4b0287c073191cbef0de81b30d39e6155abae8a2673e6cc51ab82a,d955b2fe1f6fba0d3f9e54b0dbb0652bd59f0d03cd98684730eaf1f2393987e6,A asks for release of a continuing claim while allowing the memory itself to remain.,internal-editorial-rewrite,False,False
D84,D84-single-b,40,42,18bfe6d551ccaa46db5936b0d084ea638c0705346dc73deef9a79e5ffb4103ea,64bfbbe3c7c29d5a7260e4e28f30f0d2a401b5c309b104636e9a2ef90e778876,A asks for release of a continuing claim while allowing the memory itself to remain.,internal-editorial-rewrite,False,False
D85,D85-single-a,32,34,f000958e7f6737aa1424d34c9c8b230a1fee2d0730dd52e79451c5772c092f0b,b77563ba84a5832a5551d9ca5e4e225f2e170fc53c0d3474d2eef877a824a9f2,A urgently repairs a distance they caused while trying to conceal their initiating role.,internal-editorial-rewrite,False,False
D85,D85-single-b,41,41,7f72dc9ad8e7ac3faee44d2ffe4f91fb77f29d960b1ab16b6ada2ba3b23ccbef,c24fa4901b6c00ecc908f35c736f509fda8531b22beb4fa4877776dad47f6f15,A urgently repairs a distance they caused while trying to conceal their initiating role.,internal-editorial-rewrite,False,False
D86,D86-single-a,36,37,37ff204336a302d194dd11b046def605c077d7fbe24a341dc5b1fabb073b114a,71ab3d48045c14fdfcded36d74a34d784c5d69dc0d3104d38ee0b7b5f9e47b8d,A protects the true cause of distance by returning to concrete cheerful details of the shared past.,internal-editorial-rewrite,False,False
D86,D86-single-b,31,36,31775c770524a055f300d8c30e275b4231e1a0fe3503d91f8caacf5ee6e88981,8aeb6c4acb4b6f3c82d6dd02d2a885a6ca0e403a8a43c9a2fc741c09626f0ce2,A protects the true cause of distance by returning to concrete cheerful details of the shared past.,internal-editorial-rewrite,False,False
D87,D87-single-a,29,37,2a22cfd33306bf018e626eb1101ecf25175958220047e301c25183a7a814091f,82d545a3e768790d2f1ef13456cf540140e220a83562db1fc7a09c1861ae90f8,A hides new conflict-provoking information specifically to preserve a fragile peace.,internal-editorial-rewrite,False,False
D87,D87-single-b,35,39,3529917a0efc53f70b60cf28031a099ba02a802425ccefc4a1cfc88fe6794ec7,851b2ddcbf337ec6eb7f3f46282414d18e125fd1bb0e039fa4262c7cc2dbf1db,A hides new conflict-provoking information specifically to preserve a fragile peace.,internal-editorial-rewrite,False,False
D88,D88-single-a,28,36,99297eaeaffed2851116e52791fddf1a64ad57847de43074f055f62264fcbf29,7341b0ffc347aec2d102e35bb75d8b6c60827acd82ec4b378fb647b139799ae4,"A elicits B's attachment before risking their own disclosure, using concrete evidence of absence.",internal-editorial-rewrite,False,False
D88,D88-single-b,35,35,3a28688bc430819da13c2bd4b0cf987c703fab045d1e1be0b493e48fa41412d1,d454ee5447ccf7a30de014bd68ac87a7e428fa29700f5149844931a6a3d2f399,"A elicits B's attachment before risking their own disclosure, using concrete evidence of absence.",internal-editorial-rewrite,False,False
D89,D89-single-a,38,31,ddc3ff454146bb357dab11d4dcf843524820361d01346f291ff920f47d574ebd,e927ac5b646805f6bd2305e678bafb9146f91ab36a75d0f3ab4b69f53823e685,A frames a real rupture as a useful or healthy separation and turns B's evidence into its supposed benefit.,internal-editorial-rewrite,False,False
D89,D89-single-b,30,26,7d87686c943ffe45d62bb2c4d325a838a88d982ce04fab69489bcd0117c39dd2,d4c93f50e1cc5d987d6434cbf2188952d0eca11549307db2f2529180432e1574,A frames a real rupture as a useful or healthy separation and turns B's evidence into its supposed benefit.,internal-editorial-rewrite,False,False
D90,D90-single-a,35,35,a3da27a88190fccb3dd202dba326c179bc780d1dbe2216af4c6eab78616ba263,806728f9dfdce8aff0ec538b4010ebbfe5f0f54d757a9b1b7451a2499aceef33,A improvises a repair procedure while presenting each spontaneous step as part of a confident method.,internal-editorial-rewrite,False,False
D90,D90-single-b,35,32,b508f25a2fbd7f979694e14b1a47aadd9ea49fe54b0e1fba7b3c0b7dc27298f5,9e3a214d67f6a2a6271e4b2cfb10112cb8ba5b161737c4b6fbe749fa028b5257,A improvises a repair procedure while presenting each spontaneous step as part of a confident method.,internal-editorial-rewrite,False,False
D91,D91-single-a,31,33,47d3c7268b459439674b53191d93f4c900567286f2e80d6a0d78390fb0492a94,47c3dcbc4b244077c5666b1b482c35454de28376e14dd3d8a0f96827a0f6b945,"Care becomes a competition in measurable sacrifice or memory, with A refusing shared credit.",internal-editorial-rewrite,False,False
D91,D91-single-b,33,39,3dad058f18e6bf440da1362b88e5236da306a149a64cd296a844ca5358a99c3b,ccec35bf460b06424b2dc78f8cad55d4f6b7b90e8584071372dd6e35b55efa87,"Care becomes a competition in measurable sacrifice or memory, with A refusing shared credit.",internal-editorial-rewrite,False,False
D92,D92-single-a,31,31,23b6a62b2cbee3bd85ab7d273d089c2addae77b922c9dd3770603910cd2af781,caecf46281b5f9ec7b0547e47033107b7c507b91594c66d59bf55bf9f2ee9bf9,A treats awkwardness or disappointment itself as evidence of continuing connection and heightens hope.,internal-editorial-rewrite,False,False
D92,D92-single-b,31,37,38f1becfce75503bcb692042e9bf4191de3883b1025cd9f9fee4775c15653953,c7bb8e07a2239341bd598b413a8a1d8265ca8d5a2ae12b499d773005413504c6,A treats awkwardness or disappointment itself as evidence of continuing connection and heightens hope.,internal-editorial-rewrite,False,False
D93,D93-single-a,30,39,3899cfb3b90f749b379ae46fca6f22748e43419c301871862fdd8a1621f97ba4,194535a5473045309647a1b3f832cb76f32da5c87d6a76d3e6724575d487fe1c,Familiar care carries a pointed old grievance; the service continues while resentment sharpens.,internal-editorial-rewrite,False,False
D93,D93-single-b,30,33,d6703ec18cf77e73e80d8d8b08ca328485498ac17170955e6d3c84014bfeb092,879b709a02e7b2452226b8e8c882a641e77fc9bd5fe92b74c0271df98abe3c04,Familiar care carries a pointed old grievance; the service continues while resentment sharpens.,internal-editorial-rewrite,False,False
D94,D94-single-a,33,38,7fb76c91a8da1ad556f811bb295506d29b63bd7b97959b8045ea6c9fc493d28a,4132bb2a79253ab6bed0b5f4d91af7a54f56375620019fa285d3c9bcc60b7030,Forgiveness and closeness are traded for concrete future loyalty; A negotiates the conditions rather than simply reconnecting.,internal-editorial-rewrite,False,False
D94,D94-single-b,36,36,56a3aabb6002c597190bb7e180820fb274448328fa6326773541766723b8ae60,4d0115d5f39a18714ffd2fbe07c7c572071f9946aac649562626a960bb7cbfcb,Forgiveness and closeness are traded for concrete future loyalty; A negotiates the conditions rather than simply reconnecting.,internal-editorial-rewrite,False,False
D95,D95-single-a,36,41,0f449aae72d9227e24bb522d27569c182e08c8c0c7f8159450bcbacdb47c904b,f18d87a2e35f33728e07549cb0ccde7b3c02165af167ba944652e0f3f2fa5d82,A agrees to closeness but redraws its boundaries for personal convenience.,internal-editorial-rewrite,False,False
D95,D95-single-b,38,40,f7f7a4c2e344639e51a9201abaad7eefd75ebb865950182a41e2cd210e7c3724,554deb35233d93fb5fa065c8c4f064ba99f5907283cd7abf7320b7464998639d,A agrees to closeness but redraws its boundaries for personal convenience.,internal-editorial-rewrite,False,False
D96,D96-single-a,36,33,c9bd050d7ba70276d2bbd125d42f52e13199b129924063357282a2d94578c040,022ed9e5db47928bcf987ef2e9a116cb0fb9f06cb2eeb6eb9c64ef59d2fa5188,A maps a new disagreement onto a recurring relationship pattern and changes the consequences rather than just repeating the accusation.,internal-editorial-rewrite,False,False
D96,D96-single-b,35,34,5c11ebc09d96bb857c75c6b0772f617c61f8ecf237642011ef61cb8b563b7dac,74c34168a38ee5f1f5a4d4df5b48e19d5779cfb6356faa5ec8efc4121f7b15b9,A maps a new disagreement onto a recurring relationship pattern and changes the consequences rather than just repeating the accusation.,internal-editorial-rewrite,False,False
D97,D97-single-a,35,40,1be9385ea497b6612fedf419db3bcdae50a93b4f76205498993c09a70314dfd6,ea2e07206cffcf73febf4d4f95e6cbdf72e14a407274fbffb69215e16166bdcf,A asks for one concrete piece of support while avoiding an explanation of the whole emotional burden.,internal-editorial-rewrite,False,False
D97,D97-single-b,39,35,660a838f9ccfa24b24b08deec6782245f8f8fdc06dfb96a389f5ae10f8e0b6a7,44eab7582a05adf50e9ecf4fa723b6cf749fdc9c895370a6d217d8584747b153,A asks for one concrete piece of support while avoiding an explanation of the whole emotional burden.,internal-editorial-rewrite,False,False
D98,D98-single-a,33,37,c1e22aff3249941add903ecb787fa94784085302f4bb9f75ba9933e09e6ea4ae,320cc7262d2d0895e45de39aa0066d6040779efefb85b409e7312ca791edd4e9,"A delays separation until steadier, measuring the additional time in small concrete units.",internal-editorial-rewrite,False,False
D98,D98-single-b,35,33,6bee12e2ac60655bee674ee79d0fb84388b880bd563ee709c2f0e46e6e947a8a,1c45f990c38c8cd9b2ee2f1dea33c956fad76d4920ebc77b6bdebc73085c8429,"A delays separation until steadier, measuring the additional time in small concrete units.",internal-editorial-rewrite,False,False
D99,D99-single-a,36,44,2a50b71b1788c231964fea83b3a82cce01fd38f69683da6f62e1a75176336888,3459170f1f871574fb7c8f3406709e5811ad9fc7d50643e882fbb03944972e76,A asks B to understand the emotional meaning of a specific action rather than its practical cause.,internal-editorial-rewrite,False,False
D99,D99-single-b,35,31,2b6e9525040dad90f814153e8a2ce80bcbfb5c6b6fddf90ea35ebd4fcacfe721,0f165f7aafe01f02b8d639ab1184c3e1f7f8ba084899cf0e334fe85611ebce1c,A asks B to understand the emotional meaning of a specific action rather than its practical cause.,internal-editorial-rewrite,False,False
D100,D100-single-a,31,39,bebfa78df5f90138446bb22ed309c1b218315193977702504e786caef8c9fa2d,ddcbc7b7840dc7a3ae77ca3a74393d00fdee752398fd07c07021425bcea0637e,A seeks reassurance that a limited effort counts before being redirected to improvement.,internal-editorial-rewrite,False,False
D100,D100-single-b,39,36,0b8b288861fc7c726f5a5877f90cf528b996a368646ef7fda44f604fbbb32d8a,0e1b26e05d4b4e8b3dd0e86e8c643ddfb9f7c77002054e18f01a7d784e2189cc,A seeks reassurance that a limited effort counts before being redirected to improvement.,internal-editorial-rewrite,False,False
D101,D101-single-a,33,36,053cd34f01afccfab2addb5a9b91ed811fe9708b7bf007ab755ddaeca0bf2d16,6c628095b057aad5c23390e484b41233482d0787f52cbbd031c28ad95cc24303,A gives someone else the emotionally difficult opening and volunteers for safe follow-up work.,internal-editorial-rewrite,False,False
D101,D101-single-b,37,40,5ed63920574d188268570e0cf39561188af7058702d0515d9d041b79ab89053f,a49004b6db674a56972fcca3d41d6757a4af868fda98abc08c8e3b86859296fa,A gives someone else the emotionally difficult opening and volunteers for safe follow-up work.,internal-editorial-rewrite,False,False
D102,D102-single-a,30,34,7e4d63cf40b21f7d66817deb1f1d9914beafd5acac136c12c8fb0b54e9490887,63324816a4b2b23fb58a92f28fac80009e4ac3273fa0f8cdac31b9e6f706a026,A treats careful phrasing as evidence of omitted material and narrows the gap B has left.,internal-editorial-rewrite,False,False
D102,D102-single-b,34,40,dbfd88fea4f6827c7d61a296161c4fd0bf1d9b3410ede53286aa1515ffe253d2,d08c69360e9082fb303c262e5d33ddbb26b92bb91046b743f3a57963b3b605cb,A treats careful phrasing as evidence of omitted material and narrows the gap B has left.,internal-editorial-rewrite,False,False
D103,D103-single-a,37,37,05b90410f5963e89937ff80e478da33f1490ef6c08d34e5fd7a99e010b96dff9,e13d96ad5537e562e9fd6868f8fff2921fe8e38af495dfab900f68ca4de8b8e7,A recruits active shared hope through a small concrete act rather than declaring optimism alone.,internal-editorial-rewrite,False,False
D103,D103-single-b,34,39,941abdfdb0fa53c1a4e831c9f13e1f328eb9ec00638e36a4eb1d05fc7403bb88,a6747d1deded7f827d5214b456dc2612bfa21fd809093f7bf02a407b6df034a5,A recruits active shared hope through a small concrete act rather than declaring optimism alone.,internal-editorial-rewrite,False,False
D104,D104-single-a,37,35,f7d19555bd8aa47b7b45718b2190a52852f9a9920a2b1963e4eb13117140d438,3767baeb78f6e4f2f5c869d0b6747b378eae090f40238ac94a77d71a052997b1,A seeks another voice to name the frightening possibility before naming it themselves.,internal-editorial-rewrite,False,False
D104,D104-single-b,32,36,b3dbdd647755fde36db2f515c663bab52f3a3417dff9bd1690df6a6075e6d7a3,3e9f84b2fa3feae6c3c231f59249ef5a70372cc5091da59defc18a4f95d3dfde,A seeks another voice to name the frightening possibility before naming it themselves.,internal-editorial-rewrite,False,False
D105,D105-single-a,35,38,e3921ef235aa36c455378aa5fc1908598afa95efb3529b7253abde5ee2beac2c,37d782df17bbb51b8e76d70f1ace381abb88c97bd99da14c42e1c58c5b6a930c,"A asks B to notice restraint or courage in the actual work, not just praise the final tidy result.",internal-editorial-rewrite,False,False
D105,D105-single-b,29,32,ea441591d51d6cb757e4d56141c6f837163e8fe2e11693c2d4faab361e053c43,a3a2aaa8adf61fef9d89ea357748a3ddc957c25d63bb1f759f88c189b6d373ca,"A asks B to notice restraint or courage in the actual work, not just praise the final tidy result.",internal-editorial-rewrite,False,False
D106,D106-single-a,37,36,addd9083aec1cbaad56a7e2f835c7997168a2e2e9f9bb21497b1b8cf378de28e,dd9e99d74415621e6febf1717d2fd66176d65315c3a7f98f08d4f00cbeebec1b,"A makes a conflict between safety and a desired result explicit, requiring a choice rather than both by default.",internal-editorial-rewrite,False,False
D106,D106-single-b,35,38,76ceed53c429568355877f5ef88a3fe3a75718676ff0fec2c73682f03d709882,aabab5b93f63d479fd17de8d916ca1e60a724b904d20410d208b0f3497454634,"A makes a conflict between safety and a desired result explicit, requiring a choice rather than both by default.",internal-editorial-rewrite,False,False
D107,D107-single-a,44,39,d10af8eccb68a6344c7589c628946f4cdedb08b930fb028c470636621921dc8b,492c8f796a1f84307df88191486f704ac2d9df0973e3338312e017fa89974676,"A reveals progressively more difficult truth and uses continued presence as the test, without commanding B's response.",internal-editorial-rewrite,False,False
D107,D107-single-b,37,43,1a7db31d61dfa90c6f106b351fd34b5a9800af4279143e6ab7760e52a1ef4cd1,ec8687c7ee5c0ecd5f19c7dd682dfd15b949e07b7415c0fbf49652b8c841d269,"A reveals progressively more difficult truth and uses continued presence as the test, without commanding B's response.",internal-editorial-rewrite,False,False
D108,D108-single-a,30,42,291cc26d1ff39376e3a41fa5bd68b56dfe541db4850ac36cf72d26ed0f1235fb,0c86fd90bb90687d98c37a67a3cf38f12566c3223970f0ed994b90455283b249,A invites one manageable unguarded admission rather than demanding an emotional performance.,internal-editorial-rewrite,False,False
D108,D108-single-b,38,36,a10eb7ee2cf2cb07d7d0b76df3edba944d332d02b627a60229386664cfd59b4a,6206fa72439df925ec322765f2f15fb79ae4d35cc55de4104d2b1fbda0ff8960,A invites one manageable unguarded admission rather than demanding an emotional performance.,internal-editorial-rewrite,False,False
D109,D109-single-a,34,36,223a30b888ad2662fbb59da197843c301ef81f34431625c5eb82fa789fd4800f,f63ab22c92f1a5dcb14d4d77d55b33c5d0bd38f75f0cc162c1e6d98c2fed76d5,A helps settle alarm that their own earlier fear created while diverting attention from its origin.,internal-editorial-rewrite,False,False
D109,D109-single-b,38,31,54a3bd6e2e4758b13f8a73dda66edfbc5659af49bda1313612396eac912884e1,6f4afd4955510e06230edaf41d27241b78ba1310e8624e45a5406c4771d129fb,A helps settle alarm that their own earlier fear created while diverting attention from its origin.,internal-editorial-rewrite,False,False
D110,D110-single-a,34,30,308dd74c890dbfdc70d1370b78e61297e4d661319be45d5af4f74b159da57ac0,b4bbb31f987f17521632bb0cc92c6f9788a7f985df702954ae5a4319ee53b2a0,A stays in concrete practical details to avoid exposing the fear underneath.,internal-editorial-rewrite,False,False
D110,D110-single-b,34,33,50895c3eb9f4cf4b36b7af4c1d5c2f710698df2f5508f85174689c8bb1c405fd,0e818e83b5ed9dd550a8c0a130529867242f48959dc6688a5f769339483305d1,A stays in concrete practical details to avoid exposing the fear underneath.,internal-editorial-rewrite,False,False
D111,D111-single-a,35,40,5a7b3a6db9967dc61ea7c6a1eff07776306b1c529b1d0bcc8d55815fae489c20,f870d91132a11afc9608e20dce91c4c765158915e3a83a551ce496dcca446c40,A hides discouraging evidence to preserve another person's ability to continue hoping.,internal-editorial-rewrite,False,False
D111,D111-single-b,37,36,9ad6bc214f20f5b0eb9f10437dc149840c36a6ac011d140bd180da2716a05a44,cfa8ee7e0f4aaa98f1349735069ee3ec198be592773f7d4b9ef2382bdaa63bdc,A hides discouraging evidence to preserve another person's ability to continue hoping.,internal-editorial-rewrite,False,False
D112,D112-single-a,32,29,21310dc14e3b1a4d5b69e174e6299eded9f7616bd73e35f092714fae009f828b,b1bcc7a83528004d5d5ea7d6912773e2e00b01f99ebc4fcd4d5e4fd257712661,A asks B to admit hurt first while concealing their own matching distress.,internal-editorial-rewrite,False,False
D112,D112-single-b,35,41,bb542cddc93cce768da7b94262513a6eace5ebed6e831fc80a1f59e435511ba1,3917804225f04e5b93b9e74d71de7019828cee107e48a69a6de37e42a3f98e5e,A asks B to admit hurt first while concealing their own matching distress.,internal-editorial-rewrite,False,False
D113,D113-single-a,26,36,6e20e8d50e48bfd4d4c94ae4a3505094ce36e7a17f95d0ab8c94657cf06945b0,d8f17b02dd355cc52b089ab8f60d3d3884c5bb919cb70cec332ff27512cb0f99,"A turns disappointment into an allegedly necessary growth experience, even as B wants the lost outcome back.",internal-editorial-rewrite,False,False
D113,D113-single-b,35,35,a2e32241125a6088c6d793618351ce312c73ed5c3cfddb36c956c9e171f6a97c,9c279b6cbb8527a8c05b5cd615ebc3b646c16fbcf0041c040925a7d788551b65,"A turns disappointment into an allegedly necessary growth experience, even as B wants the lost outcome back.",internal-editorial-rewrite,False,False
D114,D114-single-a,32,35,f5528c2e8b9a337a71c11f5db7f0e8fe6b88cf31b5dffd3d18ce9b52c222576f,28c53432a134fe1201b546c9e33d1eb61a7c921700b715eee4fb29cb8b171670,A borrows practical coping strategies while claiming they were already part of their own method.,internal-editorial-rewrite,False,False
D114,D114-single-b,35,32,cda34ac5d7123e17990681684cc05d0b4ac1bf0a8a8900a4569ca2655ec89cb4,98efe800ab7bda1105805e5cbeaf48c8959d6c5300d8aad70ca535b69f260d88,A borrows practical coping strategies while claiming they were already part of their own method.,internal-editorial-rewrite,False,False
D115,D115-single-a,35,35,b8d921cc3b2acb58ee955201ae5636b4116291f7f338963c8c275292641c36f9,b4f46568b74e6557cc9061a5b658b0e3116f388f76b19a687c57e80bdd714179,Each emotional disclosure becomes an opening for A's larger competing experience.,internal-editorial-rewrite,False,False
D115,D115-single-b,33,32,778bc49da66fc25d48816172134d6976e4cdf132f3750c3f86189c7a63b7e484,c136d7a0ed88de1c7e6293e112a428c4f689993db3149dca01ba4ff9ed559fae,Each emotional disclosure becomes an opening for A's larger competing experience.,internal-editorial-rewrite,False,False
D116,D116-single-a,31,29,3f2c77e77ef36646d4e503b303bc2af47925941eebd7b9c8e70a215776cd429c,2a3f6624cf74f2c56fb4f33538f13f6fcfff8714952b1712bb16b37a16f136a5,A redirects hope after each specific failure while insisting the desired outcome remains in motion.,internal-editorial-rewrite,False,False
D116,D116-single-b,30,32,c8d4882464ea91e614d2d88eadba90ead2b63b60ddecfe464d5175ef74e490b7,ecf04667880f9e7bc52af0e78a9f7217499d446bbafe0f4e3eb69c445a0b8866,A redirects hope after each specific failure while insisting the desired outcome remains in motion.,internal-editorial-rewrite,False,False
D117,D117-single-a,32,35,3bd0004a565d2699cde10a206b2a0cebc9084bc89d3c6aeca0211a60ff0311f7,260694ca3aa7ebedf90b4f0077cb23692440d5976ec698c4b0be94311f893fe0,A intensifies care for B to prevent attention returning to A's visible distress.,internal-editorial-rewrite,False,False
D117,D117-single-b,36,33,11d7dd0858d0fb566f22600c362e341aee2662aadc73ea6fea6d576caa041012,230f35da69e1ca5daaa6a2ed3529de6875293dbcd418f069bf8a930409223547,A intensifies care for B to prevent attention returning to A's visible distress.,internal-editorial-rewrite,False,False
D118,D118-single-a,39,43,7791b89a5695847b7c95ba55edc194898bd5510a91ca551ccaff1e090dee3440,5c9baf9782816b48e894c81fe75bfdb1f4698ccfb181d6b1394a1b8045087235,"A treats vulnerability as a reciprocal emotional investment, asking B for equivalent exposure.",internal-editorial-rewrite,False,False
D118,D118-single-b,36,43,debab19e7a4f675c55d00799be900bd2a7d472d073acbeb62b7e2eb4435ad540,d2c6a5f9f5f1cadf5e9cc337663a5940123bf30bbcf52e6ca39a0f760889928a,"A treats vulnerability as a reciprocal emotional investment, asking B for equivalent exposure.",internal-editorial-rewrite,False,False
D119,D119-single-a,36,36,51b7a19950a230e670533ec27953d7f836245e0ce3a820f2a2e7398f41def2fd,f746b471ebd303e45a7ecf2869d1fcac4e9df8d5f620baf83dc190a7dbe1882d,A agrees to vulnerability within an explicit boundary that makes participation possible.,internal-editorial-rewrite,False,False
D119,D119-single-b,34,37,d98a200832e2b44215bf5cc4beb832e8159d8bef0d25a60623fc8bfc2ba6525e,dc9c52cbee2e885e67063fbae288bdfb4037daf4d68c9e48a6a1c2d3d94c9788,A agrees to vulnerability within an explicit boundary that makes participation possible.,internal-editorial-rewrite,False,False
D120,D120-single-a,35,33,eb8865ac7b3e0b18b01d82236c3a8cac126d16760d8de375859e3742cfd383c1,80c3075c6ba5dda64a4f58824ef82374f82266971bfd53069efbade468ad086a,"New details are interpreted as steps toward the same feared ending, not merely general anxiety.",internal-editorial-rewrite,False,False
D120,D120-single-b,36,31,27ec2c8ef16712bc0019ea2e9a34a0d03cb0224935b0aedbf1f7615419dfca17,1591ec1d85176b965b60e3f7e20f697a8204bd24b0dfa659ed70d1a9fe2a01ba,"New details are interpreted as steps toward the same feared ending, not merely general anxiety.",internal-editorial-rewrite,False,False
D121,D121-single-a,35,36,68947683761e8f799ff3a11cdac93f46711a00bcfe7debbbdbaf0301d54d7d06,a2b88e63d2b89461a879c84d1b0cce3ee7654c9205aa63403d29e91c2d0b79c2,A asks for help containing one concrete secret before explaining its stakes.,internal-editorial-rewrite,False,False
D121,D121-single-b,35,35,7a7c4b8f8bcc8d243920404f4e290633151fe146b36cbe0a6fbf16c14a5fa959,7866f2dbe87ee4e3adc80bf8a187c16eef6878b5dede14d1d45466d5b1633f54,A asks for help containing one concrete secret before explaining its stakes.,internal-editorial-rewrite,False,False
D122,D122-single-a,37,39,8c820a873fd957665b0423ea3bfde0f6b253c68dd7125e0501aa49824d350d17,ccaf84ff0e76886f28a0ec45bd1575479c3534b91789b0c2b4b6e8f277576383,A uses a precise contradiction to hold B in the conversation until it is accounted for.,internal-editorial-rewrite,False,False
D122,D122-single-b,29,38,0c67f63b9fb30d26db4e9a3e9edaa617d878e9db21c0b5df4c5ec41fb0691760,e2f511c2ef9c0dc5ef648ce2d0a6155799a1435ec06fee3cbfa969e05f191baf,A uses a precise contradiction to hold B in the conversation until it is accounted for.,internal-editorial-rewrite,False,False
D123,D123-single-a,34,41,17fbfb2bf9c6fd11a35a63718a586a3e70e737f191bd93f548a9cf61027b979d,27fcd178317705ff61f29034fc102b6942946e1be04fda5fc06e526fdc472ea0,A distinguishes the concealed information from the underlying decision and asks for acknowledgment of that harm.,internal-editorial-rewrite,False,False
D123,D123-single-b,35,40,9f276aadfcf833f43c41d77b57e646440e01bc57603ece92bb32b9f58aec49f2,fb51ed5d6b20364466725ef5fd26053d138022e40d1b35423c2c0395fe97e6c3,A distinguishes the concealed information from the underlying decision and asks for acknowledgment of that harm.,internal-editorial-rewrite,False,False
D124,D124-single-a,33,38,293b628b1340eed114247c06ad9010344917916e083b26a88e5edb7e721c49c2,873025a169007780a9e6c4bbac3c7559f359be1db3ddea1a4930195ac3276ad8,A seeks agreement on a protective shared explanation and negotiates emphasis around contradictory facts.,internal-editorial-rewrite,False,False
D124,D124-single-b,36,25,9f45743c3736f5ec4c1ff093590d64d2b3be2bac09c567cfdf55cc7968cd22de,cc6f258705a02636281f0954fe9ca68d6a348e0854ba4505463546512ec2caac,A seeks agreement on a protective shared explanation and negotiates emphasis around contradictory facts.,internal-editorial-rewrite,False,False
D125,D125-single-a,37,37,e740fa34fd800039bf2871a6a99866e2fa3ae85a4e7f06df39c6a4670420c7c1,08e4b00393cffa137ea3a652c1dcac4e451a83edb685f9b9efddc0fd507cf7b8,"A hands evidence or follow-up to someone else, using their own visible involvement as the reason to delegate.",internal-editorial-rewrite,False,False
D125,D125-single-b,34,32,efdc21b803e6b31cece542639e4a6e1f4c329cbba7862190e5dcb4c1b8bec817,7b5f047daf6f78ad294ef12d2264fade945ce8cf2d9651d1d86d9454b814f4ee,"A hands evidence or follow-up to someone else, using their own visible involvement as the reason to delegate.",internal-editorial-rewrite,False,False
D126,D126-single-a,31,37,36fc205fdf2b4e44795daaa4b4da6d5bca0a07f1f20c5ae7b754ff787ba1992e,c247a20c31ba06a37e47c1e877520789f02554650439e88efc7d882ae745d951,A compares concrete details across repeated accounts and tests consistency instead of assuming guilt.,internal-editorial-rewrite,False,False
D126,D126-single-b,34,35,cc31cf73c5c27cb22e210be2d3412cfcf29eab23a22f4c88d6d1f3a0bdfebc65,d00be56cfe62d82e49eeb173403e0f1d8062a43d7636679771ac200c38574261,A compares concrete details across repeated accounts and tests consistency instead of assuming guilt.,internal-editorial-rewrite,False,False
D127,D127-single-a,35,35,0517a36cd15a5eed4779cbca7d37301aff57dcec649b1763083492ac42b0ef28,b40a873644deb8e1e652621df4c686145352bdcf8b494b33b475750c6ba69b73,A recruits a rehearsed shared account and revises the delivery when B's memory conflicts.,internal-editorial-rewrite,False,False
D127,D127-single-b,33,30,8128ecc0d9865c11e72f1fd71388d6543f0f91a6b143f74c1fdafe3df9118950,476977a00dd02c14141e9a38b795e1f92e946a5e0a14410fc87b93c7c81ac681,A recruits a rehearsed shared account and revises the delivery when B's memory conflicts.,internal-editorial-rewrite,False,False
D128,D128-single-a,33,35,a466ed0fcae3ab85d016f5962b4685d07b5d58090c306ade48829df5ed279651,9305cc30670c26ce6f1d97780589b3403790323d976a04b4da8a02b4bf3a51cf,A has someone else test an explanation or dangerous question before deciding how publicly to commit.,internal-editorial-rewrite,False,False
